| Nombre del archivo | Frecuencia |
| 346_sorted.txt | 1 |
| 343_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 101_sorted.txt | 1 |
| 037_sorted.txt | 1 |
| 044_sorted.txt | 1 |
| 397_sorted.txt | 1 |
| 105_sorted.txt | 1 |
| 108_sorted.txt | 1 |
| 285_sorted.txt | 1 |
| 009_sorted.txt | 1 |
| 010_sorted.txt | 1 |
| 011_sorted.txt | 5 |
| 358_sorted.txt | 1 |
| 086_sorted.txt | 2 |
| 267_sorted.txt | 1 |
| 249_sorted.txt | 1 |
| 389_sorted.txt | 1 |
| 116_sorted.txt | 1 |
| 376_sorted.txt | 1 |
| 390_sorted.txt | 1 |
| 078_sorted.txt | 1 |
| 361_sorted.txt | 1 |
| 007_sorted.txt | 1 |
| 197_sorted.txt | 1 |
| 181_sorted.txt | 1 |
| 445_sorted.txt | 1 |
| 145_sorted.txt | 1 |
| 119_sorted.txt | 1 |
| 242_sorted.txt | 1 |
| 364_sorted.txt | 1 |
| 344_sorted.txt | 1 |
| 354_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 348_sorted.txt | 1 |
| 044_sorted.txt | 2 |
| 282_sorted.txt | 1 |
| 283_sorted.txt | 1 |
| 009_sorted.txt | 1 |
| 355_sorted.txt | 1 |
| 043_sorted.txt | 2 |
| 252_sorted.txt | 1 |
| 389_sorted.txt | 1 |
| 335_sorted.txt | 1 |
| 307_sorted.txt | 1 |
| 167_sorted.txt | 1 |
| 361_sorted.txt | 1 |
| 286_sorted.txt | 1 |
| 280_sorted.txt | 1 |
| 304_sorted.txt | 1 |
| 197_sorted.txt | 1 |
| 104_sorted.txt | 1 |
| 365_sorted.txt | 1 |
| 445_sorted.txt | 1 |
| 119_sorted.txt | 1 |
| 364_sorted.txt | 1 |
| 344_sorted.txt | 1 |
| 357_sorted.txt | 1 |
| 358_sorted.txt | 1 |
| 360_sorted.txt | 1 |
| 354_sorted.txt | 1 |
| 362_sorted.txt | 1 |
| 344_sorted.txt | 1 |
| 342_sorted.txt | 1 |
| 360_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 367_sorted.txt | 1 |
| 331_sorted.txt | 2 |
| 277_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 303_sorted.txt | 1 |
| 298_sorted.txt | 1 |
| 437_sorted.txt | 1 |
| 232_sorted.txt | 1 |
| 336_sorted.txt | 1 |
| 351_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 360_sorted.txt | 1 |
| 433_sorted.txt | 1 |
| 376_sorted.txt | 1 |
| 354_sorted.txt | 2 |
| 363_sorted.txt | 1 |
| 344_sorted.txt | 1 |
| 347_sorted.txt | 1 |
| 376_sorted.txt | 1 |
| 354_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 338_sorted.txt | 1 |
| 498_sorted.txt | 1 |
| 304_sorted.txt | 1 |
| 492_sorted.txt | 1 |
| 376_sorted.txt | 1 |
| 454_sorted.txt | 1 |
| 466_sorted.txt | 1 |
| 467_sorted.txt | 2 |
| 433_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 345_sorted.txt | 1 |
| 343_sorted.txt | 1 |
| 339_sorted.txt | 1 |
| 377_sorted.txt | 1 |
| 352_sorted.txt | 1 |
| 347_sorted.txt | 1 |
| 344_sorted.txt | 2 |
| 339_sorted.txt | 2 |
| 349_sorted.txt | 4 |
| 372_sorted.txt | 1 |
| 359_sorted.txt | 1 |
| 351_sorted.txt | 1 |
| 338_sorted.txt | 1 |
| 362_sorted.txt | 1 |
| 339_sorted.txt | 1 |
| 375_sorted.txt | 2 |
| 359_sorted.txt | 2 |
| 163_sorted.txt | 1 |
| 385_sorted.txt | 1 |
| 350_sorted.txt | 1 |
| 365_sorted.txt | 1 |
| 028_sorted.txt | 2 |
| 036_sorted.txt | 1 |
| 349_sorted.txt | 4 |
| 355_sorted.txt | 1 |
| 369_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 344_sorted.txt | 1 |
| 190_sorted.txt | 1 |
| 343_sorted.txt | 2 |
| 343_sorted.txt | 1 |
| 373_sorted.txt | 1 |
| 376_sorted.txt | 1 |
| 338_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 259_sorted.txt | 1 |
| 219_sorted.txt | 2 |
| 384_sorted.txt | 1 |
| 258_sorted.txt | 1 |
| 118_sorted.txt | 1 |
| 226_sorted.txt | 2 |
| 381_sorted.txt | 1 |
| 152_sorted.txt | 6 |
| 104_sorted.txt | 1 |
| 368_sorted.txt | 1 |
| 022_sorted.txt | 1 |
| 433_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 435_sorted.txt | 1 |
| 373_sorted.txt | 1 |
| 357_sorted.txt | 1 |
| 374_sorted.txt | 1 |
| 342_sorted.txt | 1 |
| 341_sorted.txt | 1 |
| 304_sorted.txt | 1 |
| 333_sorted.txt | 1 |
| 279_sorted.txt | 1 |
| 282_sorted.txt | 1 |
| 277_sorted.txt | 3 |
| 179_sorted.txt | 1 |
| 283_sorted.txt | 1 |
| 010_sorted.txt | 1 |
| 244_sorted.txt | 4 |
| 243_sorted.txt | 3 |
| 325_sorted.txt | 3 |
| 292_sorted.txt | 1 |
| 291_sorted.txt | 1 |
| 043_sorted.txt | 3 |
| 287_sorted.txt | 1 |
| 137_sorted.txt | 1 |
| 307_sorted.txt | 1 |
| 019_sorted.txt | 1 |
| 280_sorted.txt | 3 |
| 232_sorted.txt | 1 |
| 240_sorted.txt | 2 |
| 118_sorted.txt | 1 |
| 336_sorted.txt | 1 |
| 281_sorted.txt | 1 |
| 375_sorted.txt | 1 |
| 352_sorted.txt | 2 |
| 346_sorted.txt | 1 |
| 338_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 340_sorted.txt | 1 |
| 358_sorted.txt | 1 |
| 368_sorted.txt | 1 |
| 358_sorted.txt | 1 |
| 351_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 290_sorted.txt | 1 |
| 333_sorted.txt | 3 |
| 408_sorted.txt | 3 |
| 245_sorted.txt | 1 |
| 282_sorted.txt | 1 |
| 243_sorted.txt | 2 |
| 246_sorted.txt | 4 |
| 235_sorted.txt | 1 |
| 427_sorted.txt | 3 |
| 041_sorted.txt | 1 |
| 240_sorted.txt | 3 |
| 324_sorted.txt | 1 |
| 242_sorted.txt | 1 |
| 028_sorted.txt | 1 |
| 079_sorted.txt | 1 |
| 303_sorted.txt | 1 |
| 118_sorted.txt | 1 |
| 027_sorted.txt | 2 |
| 066_sorted.txt | 1 |
| 288_sorted.txt | 1 |
| 019_sorted.txt | 1 |
| 082_sorted.txt | 2 |
| 298_sorted.txt | 1 |
| 281_sorted.txt | 2 |
| 336_sorted.txt | 1 |
| 337_sorted.txt | 1 |
| 243_sorted.txt | 1 |
| 372_sorted.txt | 1 |
| 355_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 196_sorted.txt | 1 |
| 333_sorted.txt | 2 |
| 353_sorted.txt | 2 |
| 243_sorted.txt | 2 |
| 246_sorted.txt | 1 |
| 335_sorted.txt | 2 |
| 131_sorted.txt | 1 |
| 019_sorted.txt | 1 |
| 311_sorted.txt | 1 |
| 215_sorted.txt | 5 |
| 007_sorted.txt | 1 |
| 185_sorted.txt | 2 |
| 342_sorted.txt | 1 |
| 366_sorted.txt | 1 |
| 377_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 363_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 176_sorted.txt | 1 |
| 354_sorted.txt | 1 |
| 370_sorted.txt | 1 |
| 052_sorted.txt | 1 |
| 273_sorted.txt | 1 |
| 374_sorted.txt | 1 |
| 347_sorted.txt | 1 |
| 366_sorted.txt | 1 |
| 361_sorted.txt | 1 |
| 347_sorted.txt | 1 |
